No,Title,Address,Phone,Rating,Reviews,Type,Hours
11,Azen Coffee Malioboro,"Jl. Suryatmajan No.39, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",87738342829,4.7,370,,"{Monday, 8.00 am–12.00 am; Tuesday, 8.00 am–12.00 am; Wednesday, 8.00 am–12.00 am; Thursday, 8.00 am–12.00 am; Friday, 8.00 am–12.00 am; Saturday, 7.00 am–12.00 am; Sunday, 7.00 am–12.00 am}"
12,B Coffee,"Jl. Jogokaryan No.61-63, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",82125358383,4.8,387,Cafe,"{Monday, 9.00 am–11.00 pm; Tuesday, 9.00 am–11.00 pm; Wednesday, 9.00 am–11.00 pm; Thursday, 9.00 am–11.00 pm; Friday, 9.00 am–11.00 pm; Saturday, 9.00 am–12.00 am; Sunday, 9.00 am–12.00 am}"
13,BAH Drink & Eatery,"697P+QJ6, Jl. Tri Brata, Klitren, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55222",,4.9,48,Cafe,"{Monday, Closed; Tuesday, 4.00 pm–1.30 am; Wednesday, 4.00 pm–1.00 am; Thursday, 4.00 pm–1.00 am; Friday, 4.00 pm–1.00 am; Saturday, 4.00 pm–2.00 am; Sunday, 4.00 pm–1.30 am}"
14,Blanco Coffee And Books,"Jl. Kranggan No.30, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",,4.6,"4,011",,"{Monday, 7.00 am–12.00 am; Tuesday, 7.00 am–12.00 am; Wednesday, 7.00 am–12.00 am; Thursday, 7.00 am–12.00 am; Friday, 7.00 am–12.00 am; Saturday, 7.00 am–12.00 am; Sunday, 7.00 am–12.00 am}"
15,Bloomery Atelier Yogyakarta,"Jl. Jambon No.43 B, Rogoyudan, Kricak, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55242",82137444576,4.8,887,Cafe,"{Monday, 9.00 am–10.00 pm; Tuesday, 9.00 am–10.00 pm; Wednesday, 9.00 am–10.00 pm; Thursday, 9.00 am–10.00 pm; Friday, 9.00 am–10.00 pm; Saturday, 9.00 am–10.00 pm; Sunday, 9.00 am–10.00 pm}"
16,Boy Sip & Bites,"Jl. Pakuningratan No.56A, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",85283836090,4.1,56,Cafe,"{Monday, 8.00 am–11.00 pm; Tuesday, 8.00 am–11.00 pm; Wednesday, 8.00 am–11.00 pm; Thursday, 8.00 am–11.00 pm; Friday, 8.00 am–12.00 am; Saturday, 8.00 am–12.00 am; Sunday, 8.00 am–11.00 pm}"
17,BRICafe X Couvee,"Jl. Sagan Tim. No.123, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",(0274)5012463,4.5,"1,826",Cafe,"{Monday, 8.00 am–11.00 pm; Tuesday, 8.00 am–11.00 pm; Wednesday, 8.00 am–11.00 pm; Thursday, 8.00 am–11.00 pm; Friday, 8.00 am–12.00 am; Saturday, 8.00 am–12.00 am; Sunday, 8.00 am–11.00 pm}"
18,Bura Bura Coffee,"Ruko Cokro Square, Jl. HOS Cokroaminoto No.Kav 0 Blok Kav N, Tegalrejo, Yogyakarta City, Special Region of Yogyakarta 55244",8113228056,4.7,399,,"{Monday, 8.00 am–11.00 pm; Tuesday, 8.00 am–11.00 pm; Wednesday, 8.00 am–11.00 pm; Thursday, 8.00 am–11.00 pm; Friday, 8.00 am–11.00 pm; Saturday, 8.00 am–12.00 am; Sunday, 8.00 am–11.00 pm}"
19,C28 Social Space - Malioboro,"Jl. Kemetiran Lor No.6, Pringgokusuman, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55272",85179966809,5,"6,683",Cafe,Open 24 Hours
20,C28 Social Space - Urip Sumoharjo,"Jl. Urip Sumoharjo No.103H, Klitren, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55222",85179966809,5,"5,295",Cafe,Open 24 Hours
21,Cheri Patisseries & Brasseries,"Jl. Kranggan No.28, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",82136701591,4.5,657,Cafe,"{Monday, 9.00 am–11.00 pm; Tuesday, 9.00 am–11.00 pm; Wednesday, 9.00 am–11.00 pm; Thursday, 9.00 am–11.00 pm; Friday, 9.00 am–11.00 pm; Saturday, 9.00 am–11.00 pm; Sunday, 9.00 am–11.00 pm}"
22,Coklat Cafe,"Jl. Cik Di Tiro No.19, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",(0274)546446,4.5,"2,151",Cafe,"{Monday, 11.00 am–11.00 pm; Tuesday, 11.00 am–11.00 pm; Wednesday, 11.00 am–11.00 pm; Thursday, 11.00 am–11.00 pm; Friday, 11.00 am–11.00 pm; Saturday, 11.00 am–12.00 am; Sunday, 11.00 am–11.00 pm}"
23,Cold 'N Brew Parangtritis,"Daerah Istimewa, Jl. Parangtritis No.139, Brontokusuman, Mergangsan, Yogyakarta City, Special Region of Yogyakarta 55143",(0271)6793355,4.6,"1,416",,"{Monday, 7.00 am–1.00 am; Tuesday, 7.00 am–1.00 am; Wednesday, 7.00 am–1.00 am; Thursday, 7.00 am–1.00 am; Friday, 7.00 am–1.00 am; Saturday, 7.00 am–1.00 am; Sunday, 7.00 am–1.00 am}"
24,COLORTONES Koffie & Studio,"Jl. Bakung No.21, Baciro, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55225",81227997911,4.9,232,,"{Monday, 7.00 am–10.00 pm; Tuesday, 7.00 am–10.00 pm; Wednesday, 7.00 am–10.00 pm; Thursday, 7.00 am–10.00 pm; Friday, 7.00 am–10.00 pm; Saturday, 7.00 am–10.00 pm; Sunday, 7.00 am–10.00 pm}"
25,Cosan - Jakal,"Km 5, Jl. Kaliurang Jl. Srinindito No.8, Pogung Kidul, Caturtunggal, Kec. Mlati, Yogyakarta, Daerah Istimewa Yogyakarta 55281",85959145708,4.5,"1,213",Cafe,"{Monday, 8.00 am–10.30 pm; Tuesday, 8.00 am–10.30 pm; Wednesday, 8.00 am–10.30 pm; Thursday, 8.00 am–10.30 pm; Friday, 8.00 am–10.30 pm; Saturday, 8.00 am–10.30 pm; Sunday, 8.00 am–10.30 pm}"
26,COSAN - Kotabaru,"Jl. Patimura No.3, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",,4.5,285,Cafe,"{Monday, 6.00 am–12.00 am; Tuesday, 6.00 am–12.00 am; Wednesday, 6.00 am–12.00 am; Thursday, 6.00 am–12.00 am; Friday, 6.00 am–12.00 am; Saturday, 6.00 am–12.00 am; Sunday, 6.00 am–12.00 am}"
27,COSAN Reserve at Harper Malioboro,"Jl. P. Mangkubumi No.52, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55232",82139228074,4.4,267,Cafe,"{Monday, 6.00 am–12.00 am; Tuesday, 6.00 am–12.00 am; Wednesday, 6.00 am–12.00 am; Thursday, 6.00 am–12.00 am; Friday, 6.00 am–12.00 am; Saturday, 6.00 am–12.00 am; Sunday, 6.00 am–12.00 am}"
28,Couvee - Ahmad Dahlan,"Jl. KH. Ahmad Dahlan No.90, Ngampilan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55261",82243105790,4.6,"2,698",Cafe,"{Monday, 9.00 am–11.00 pm; Tuesday, 9.00 am–11.00 pm; Wednesday, 9.00 am–11.00 pm; Thursday, 9.00 am–11.00 pm; Friday, 9.00 am–11.00 pm; Saturday, 9.00 am–11.00 pm; Sunday, 9.00 am–11.00 pm}"
29,Couvee - Taman Siswa,"Jl. Taman Siswa No.117, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55151",8112950195,4.6,476,Cafe,"{Monday, 8.00 am–11.00 pm; Tuesday, 8.00 am–11.00 pm; Wednesday, 8.00 am–11.00 pm; Thursday, 8.00 am–11.00 pm; Friday, 8.00 am–12.00 am; Saturday, 8.00 am–12.00 am; Sunday, 8.00 am–11.00 pm}"
30,Couvee Reside,"Jl. Sagan Kidul No.4, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",,4.5,44,Cafe,"{Monday, 7.00 am–11.30 pm; Tuesday, 7.00 am–11.30 pm; Wednesday, 7.00 am–11.30 pm; Thursday, 7.00 am–11.30 pm; Friday, 7.00 am–11.30 pm; Saturday, 7.00 am–11.30 pm; Sunday, 7.00 am–11.30 pm}"
31,CUPP it Coffee & Bread,"Jl. Bhayangkara No.18, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta",,4.8,86,,Open 24 Hours
32,CW Coffee Cikditiro,"Jl. Cik Di Tiro No.37, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",8115736900,3.9,468,Cafe,Open 24 Hours
33,D'AGRO FINE COFFEE YK,"Jl. Urip Sumoharjo No.100, Klitren, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55222",85183024420,4.8,49,Cafe,"{Monday, 8.00 am–11.00 pm; Tuesday, 8.00 am–10.30 pm; Wednesday, 8.00 am–11.00 pm; Thursday, 8.00 am–11.00 pm; Friday, 8.00 am–11.00 pm; Saturday, 8.00 am–11.00 pm; Sunday, 8.00 am–11.00 pm}"
34,Dasawarsa Coffee Roasters,"Jl. Poncowinatan No.79, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",,4.7,392,,"{Monday, 8.00 am–12.00 am; Tuesday, 8.00 am–12.00 am; Wednesday, 8.00 am–12.00 am; Thursday, 8.00 am–12.00 am; Friday, 8.00 am–12.00 am; Saturday, 8.00 am–12.00 am; Sunday, 8.00 am–12.00 am}"
35,de Ngokow Coffee Roastery & Tea Club Jogja,"Jl. Bantul No.64, Gedongkiwo, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55142",87782176489,4.8,491,Cafe,"{Monday, 4.00–11.00 pm; Tuesday, 4.00–11.00 pm; Wednesday, 4.00–11.00 pm; Thursday, 4.00–11.00 pm; Friday, 4.00–11.00 pm; Saturday, 4.00–11.00 pm; Sunday, 4.00–11.00 pm; }"
36,Dummin Coffee & Space UKDW,"Jl. Dr. Wahidin Sudirohusodo No.34, RT.14/RW.04, Klitren, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55222",,4.5,565,Cafe,Open 24 Hours
37,Eighteen Coffee Jogja,"Jl. Prof. DR. Ki Amri Yahya No.1, Pakuncen, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55253",0895-6074-65000,4.8,372,Cafe,"{Monday, 10.00 am–10.00 pm; Tuesday, 10.00 am–10.00 pm; Wednesday, 10.00 am–10.00 pm; Thursday, 10.00 am–10.00 pm; Friday, 8.00 am–11.00 pm; Saturday, 8.00 am–11.00 pm; Sunday, 8.00 am–11.00 pm}"
38,Fill in Blue,"Jl. Brigjen Katamso, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55121",81237056149,4.8,244,Cafe,"{Monday, 8.00 am–11.00 pm; Tuesday, 8.00 am–11.00 pm; Wednesday, 8.00 am–11.00 pm; Thursday, 8.00 am–11.00 pm; Friday, 8.00 am–11.00 pm; Saturday, 8.00 am–11.00 pm; Sunday, 8.00 am–11.00 pm}"
39,Fortunate Coffee Jogja,"Jl. Jogonegaran No.49E, Pringgokusuman, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",(0274)564219,4.6,780,,"{Monday, 11.00 am–9.00 pm; Tuesday, 11.00 am–9.00 pm; Wednesday, 11.00 am–9.00 pm; Thursday, 11.00 am–9.00 pm; Friday, 11.00 am–9.00 pm; Saturday, 8.00 am–9.00 pm; Sunday, 8.00 am–9.00 pm}"
40,Gandhok Coffee Kadipaten,"Jl. Nogosari Lor No.10, Kadipaten, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55132",85330185328,4.7,"1,110",,"{Monday, 8.00 am–10.00 pm; Tuesday, 8.00 am–10.00 pm; Wednesday, 8.00 am–10.00 pm; Thursday, 8.00 am–10.00 pm; Friday, 8.00 am–10.00 pm; Saturday, 8.00 am–10.00 pm; Sunday, 8.00 am–10.00 pm}"
41,"GOFFEÉ Doughnuts & Coffee, Yogyakarta","Jl. Wahid Hasyim, Ngropoh, Condongcatur, Kec. Depok, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55281",85946760740,4.8,495,Cafe,"{Monday, 10.00 am–1.00 am; Tuesday, 10.00 am–1.00 am; Wednesday, 10.00 am–1.00 am; Thursday, 10.00 am–1.00 am; Friday, 10.00 am–1.00 am; Saturday, 10.00 am–1.00 am; Sunday, 10.00 am–1.00 am}"
42,Hagia Coffee Yogyakarta,"Jl. Pringgokusuman No.10, Pringgokusuman, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55272",88227280960,4.6,302,Cafe,"{Monday, 8.00 am–12.00 am; Tuesday, 8.00 am–12.00 am; Wednesday, 8.00 am–12.00 am; Thursday, 8.00 am–12.00 am; Friday, 8.00 am–1.00 am; Saturday, 8.00 am–1.00 am; Sunday, 7.00 am–12.00 am}"
43,HaloHelokopi,"Jl. Babaran, Warungboto, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55161",81390956569,4.9,819,,"{Monday, 9.00 am–11.00 pm; Tuesday, 9.00 am–11.00 pm; Wednesday, 9.00 am–11.00 pm; Thursday, 9.00 am–11.00 pm; Friday, 9.00 am–11.00 pm; Saturday, 9.00 am–11.00 pm; Sunday, 9.00 am–11.00 pm}"
44,Henggoy Coffee,"Jl. Menukan No.3A, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",82139124912,4.5,213,,"{Monday, 10.00 am–12.00 am; Tuesday, 10.00 am–12.00 am; Wednesday, 10.00 am–12.00 am; Thursday, 10.00 am–12.00 am; Friday, 10.00 am–12.00 am; Saturday, 10.00 am–12.00 am; Sunday, 10.00 am–12.00 am}"
45,Hidjau Coffee & Mart,"Jl. KH. Ahmad Dahlan No.132, Ngampilan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55261",(0274)513230,4.5,"1,397",,"{Monday, 9.00 am–11.00 pm; Tuesday, 9.00 am–11.00 pml Wednesday, 9.00 am–11.00 pm; Thursday, 9.00 am–11.00 pm; Friday, 9.00 am–12.00 am; Saturday, 9.00 am–12.00 am; Sunday, 9.00 am–11.00 pm}"
46,HSCO. Had Some Coffee.,"Jl. Pekapalan, Alun-Alun Utara, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55121",87758599215,4.8,324,,"{Monday, 6.00 am–10.00 pm; Tuesday, 6.00 am–10.00 pm; Wednesday, 6.00 am–10.00 pm; Thursday, 6.00 am–10.00 pm; Friday, 6.00 am–12.00 am; Saturday, 6.00 am–12.00 am; Sunday, 6.00 am–12.00 am}"
47,Inmigunani,"Purwokinanti PA1 301, Pakualaman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55112",85337232188,4.9,251,,"{Monday, 7.00 am–3.00 pm; Tuesday, 7.00 am–3.00 pm; Wednesday, 7.00 am–3.00 pm; Thursday, 7.00 am–3.00 pm; Friday, 7.00 am–3.00 pm; Saturday, 7.00 am–3.00 pm; Sunday, 7.00 am–3.00 pm}"
48,Jeeva Yogyakarta,"Jl. Suhartono No.2, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",811255568,4.5,"2,291",Cafe,"{Monday, 7.00 am–10.00 pm; Tuesday, 7.00 am–10.00 pm; Wednesday, 7.00 am–10.00 pm; Thursday, 7.00 am–10.00 pm; Friday, 7.00 am–10.00 pm; Saturday, 7.00 am–10.00 pm; Sunday, 7.00 am–10.00 pm}"
49,JeevnyCoffee ꦗꦼꦄꦼꦮ꦳꧀ꦚ꧀ꦕꦺꦴꦥ꦳꧀ꦥ꦳ꦺꦪꦺ,"59QQ+R9G, Gg. Anggrek, Warungboto, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55164",,4.8,57,Cafe,"{Monday, 4.00–11.00 pm; Tuesday, 4.00–11.00 pm; Wednesday, 4.00–11.00 pm; Thursday, 4.00–11.00 pm; Friday, 4.00–11.00 pm; Saturday, 4.00–11.00 pm; Sunday, 4.00–11.00 pm}"
50,Jnawi Cafe,"697G+P92, Jl. Sareh, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",,4.6,343,,"{Monday, 7.00 am–12.00 am; Tuesday, 7.00 am–12.00 am; Wednesday, 7.00 am–12.00 am; Thursday, 7.00 am–12.00 am; Friday, 7.00 am–12.00 am; Saturday, 7.00 am–12.00 am; Sunday, 7.00 am–12.00 am}"
51,Jog.Ya! By Kepomo,"Jl. Siliran Lor, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",81391395354,4.7,399,,"{Monday, 10.00 am–11.00 pm; Tuesday, 10.00 am–11.00 pm; Wednesday, 10.00 am–11.00 pm; Thursday, 10.00 am–11.00 pm; Friday, 10.00 am–11.00 pm; Saturday, 10.00 am–11.00 pm; Sunday, 10.00 am–11.00 pm}"
52,Kalluna Steak & Indonesian Food | Restaurant & Meeting Space,"Jl. Sajiono No.13, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",82136939530,4.7,"6,146",Cafe,"{Monday, 10.00 am–10.30 pm; Tuesday, 10.00 am–10.30 pm; Wednesday, 10.00 am–10.30 pm; Thursday, 10.00 am–10.30 pm; Friday, 10.00 am–11.00 pm; Saturday, 10.00 am–11.00 pm; Sunday, 10.00 am–10.30 pm}"
53,Karta Coffee & Eatery,"Karta Coffee & Eatery, Jl. Malioboro. 52-58, Suryatmajan, Danurejan Plaza Malioboro, Lt. 1 Unit 13-16, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213",8111991995,4.7,531,,"{Monday, 10.00 am–10.00 pm; Tuesday, 10.00 am–10.00 pm; Wednesday, 10.00 am–10.00 pm; Thursday, 10.00 am–10.00 pm; Friday, 10.00 am–10.00 pm; Saturday, 9.00 am–10.00 pm; Sunday, 9.00 am–10.00 pm}"
54,Kebon Ndalem Coffee & Eatery,"Jl. Pangeran Diponegoro No.2, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",88233676888,4.4,"5,081",,"{Monday, 10.00 am–12.00 am; Tuesday, 10.00 am–12.00 am; Wednesday, 10.00 am–12.00 am; Thursday, 10.00 am–12.00 am; Friday, 10.00 am–12.00 am; Saturday, 10.00 am–12.00 am; Sunday, 10.00 am–12.00 am}"
55,Kedai Kopi Om Man,"Jl. Pangeran Diponegoro No.1, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",82137352167,4.4,452,,Open 24 Hours
56,Kenal Coffee Yogyakarta,"Jl. Mangkuyudan No.19, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",(0274)382621,4.7,118,,"{Monday, 10.00 am–8.00 pm; Tuesday, 10.00 am–8.00 pm; Wednesday, 10.00 am–8.00 pm; Thursday, 10.00 am–8.00 pm; Friday, 10.00 am–8.00 pm; Saturday, 10.00 am–8.00 pm; Sunday, 10.00 am–8.00 pm}"
57,KITA by inessya,"Jl. Taman, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133",,4.5,283,Cafe,"{Monday, 8.00 am–6.00 pm; Tuesday, 8.00 am–6.00 pm; Wednesday, 8.00 am–6.00 pm; Thursday, 8.00 am–6.00 pm; Friday, 8.00 am–6.00 pm; Saturday, 8.00 am–6.00 pm; Sunday, 8.00 am–6.00 pm}"
58,KLA Co-Working Space,"Jl. Prof. Dr. Ir. Herman Johannes Jl. Sagan No.73, Samirono, Caturtunggal, Kec. Depok, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",85967279899,5,695,Cafe,"{Monday, 9.00 am–8.30 pm; Tuesday, 9.00 am–8.30 pm; Wednesday, 9.00 am–8.30 pm; Thursday, 9.00 am–8.30 pm; Friday, 9.00 am–8.30 pm; Saturday, 9.00 am–8.30 pm; Sunday, 9.00 am–8.30 pm}"
59,"KOFIBRÜ - Pakuningratan, Yogyakarta","Jl. Pakuningratan No.40, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",85134555930,4.4,99,Cafe,"{Monday, 8.00 am–9.30 pm; Tuesday, 8.00 am–9.30 pm; Wednesday, 8.00 am–9.30 pm; Thursday, 8.00 am–9.30 pm; Friday, 8.00 am–9.30 pm; Saturday, 8.00 am–10.00 pm; Sunday, 8.00 am–10.00 pm}"
60,Kopa Kopi Purwanggan,"Jl. Bausasran No.56, Purwokinanti, Pakualaman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55112",,4.7,370,Cafe,"{Monday, 6.00 pm–2.00 am; Tuesday, 6.00 pm–2.00 am; Wednesday, 6.00 pm–2.00 am; Thursday, 6.00 pm–2.00 am; Friday, 6.00 pm–2.00 am; Saturday, 6.00 pm–2.00 am; Sunday, Closed}"
61,Kopi dibawahtangga Kotabaru Jogja,"Jl. Juadi No.1, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",,4.9,69,,"{Monday, 8.00 am–10.00 pm; Tuesday, 8.00 am–10.00 pm; Wednesday, 8.00 am–10.00 pm; Thursday, 8.00 am–10.00 pm; Friday, 8.00 am–10.00 pm; Saturday, 8.00 am–10.00 pm; Sunday, 8.00 am–10.00 pm}"
62,Kopi Kenangan - Hartono Mall Jogja,"Hartono Mall Yogyakarta, Catur, Jl. Ring Road Utara Sanggrahan No.2, Kaliwaru, Condong, Yogyakarta, Daerah Istimewa Yogyakarta 55281",8179138020,3.7,72,Cafe,"{Monday, 10.00 am–9.00 pm; Tuesday, 10.00 am–9.00 pm; Wednesday, 10.00 am–9.00 pm; Thursday, 10.00 am–9.00 pm; Friday, 10.00 am–9.00 pm; Saturday, 10.00 am–9.00 pm; Sunday, 10.00 am–9.00 pm}"
63,Kopi Kenangan - Jogya City Mall,"Jogja City Mall, Jl. Magelang Lantai 2, Kutu Patran, Sinduadi, Kec. Mlati, Yogyakarta, Daerah Istimewa Yogyakarta 55284",8179138021,4.3,132,Cafe,"{Monday, 10.00 am–9.00 pm; Tuesday, 10.00 am–9.00 pm; Wednesday, 10.00 am–9.00 pm; Thursday, 10.00 am–9.00 pm; Friday, 10.00 am–9.00 pm; Saturday, 10.00 am–9.00 pm; Sunday, 10.00 am–9.00 pm}"
64,Kopi Kenangan - Kota Baru Jogja,"Jl. Suroto No.4, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",,4.1,114,Cafe,Open 24 Hours
