No,Title,Address,Phone,Rating,Reviews,Type,Hours
11,empat%,"3H9C+8J3, Plembonkidul, Logandeng, Kec. Playen, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55861",8.95E+11,4.5,54,Coffee shop,"Monday 
 Closed, Except Open 3 PM ⋅ Closes 11 PM"
12,Filsafat Coffee,"Tegalsari No.10/08, Seneng, Siraman, Wonosari, Gunungkidul Regency, Special Region of Yogyakarta 55851, Indonesia",#ERROR!,4.6,36,Coffee shop,Open 9 AM ⋅ Closes 11:30 PM
13,Gigi Café,"Jl. KH Agus Salim No.114, Kranon, Kepek, Kec. Wonosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55813",82133378745,4.2,78,Coffee shop,Open 3 PM ⋅ Closes 11 PM
14,HEALTHYPLUS,"Jl. Tentara Pelajar No.107, Tegalmulyo, Kepek, Kec. Wonosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55813, Indonesia",#ERROR!,4.9,12,Coffee shop,"Sunday 
 Closed, Except Open 7 AM ⋅ Closes 6:30 PM"
15,Holla Coffee & Eatery,"2JH3+C8X, Jl. Baron, Purwosari, Baleharjo, Kec. Wonosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55851",,4.8,13,Coffee shop,Open 9 AM ⋅ Closes 11 PM
16,HOMWOK Wonosari,"Jl. MGR Soegijapranata No.34, Rejosari, Baleharjo, Gunung Kidul, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55881",82325676868,4.4,210,Coffee shop,Open 9 AM ⋅ Closes 12 AM
17,Jelly potter playen,"Jl. Manthous No.17, Playen I, Playen, Kec. Playen, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55861",,4.6,60,Coffee shop,Open 10 AM ⋅ Closes 9 PM
18,Katamata Coffee & Roastery,"Jl. Karangmojo - Wonosari No.13, Selang 4, Selang IV, Selang, Wonosari, Gunungkidul Regency, Special Region of Yogyakarta 55851",87838867966,4.7,175,Coffee shop,"Wednesday 
 Closed, Except Open 10 AM ⋅ Closes 10 PM"
19,Kedai alana,"Jl. Manthous, Playen I, Playen, Kec. Playen, Kabupaten Gunung Kidul, Daerah, Istimewa Yogyakarta, Daerah Istimewa Yogyakarta 55861",81388463074,4.9,10,Coffee shop,Open 2 PM ⋅ Closes 10 PM
20,Kedai Guneman,"RT.38/RW.07, Siyono Tengah, Logandeng, Kec. Playen, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55861",81325527678,4.6,29,Coffee shop,"Monday Closed, Except Open 9 AM ⋅ Closes 12 AM"
21,Kedai Kopi 69 Wonosari,"Jl. Ir Jl. Insinyur Darmakum Darmokusumo, Wukirsari, Baleharjo, Kec. Wonosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55811",81328336927,4.8,173,Coffee shop,Open 10 AM ⋅ Closes 10 PM
22,Kedai kopi NATADAMAR,"Jl. Hutan Pinus Nganjir No.5, Sukorame, Mangunan, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783",81232013252,4.7,965,Coffee shop,Open 9 AM ⋅ Closes 11:30 PM
23,Kedai Mam'qu,"2G7P+PP9, Jl. Paliyan, Karangmojo A, Grogol, Kec. Playen, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55871, Indonesia",#ERROR!,4.9,57,Coffee shop,Open 9 AM ⋅ Closes 11:30 PM
24,KEDAI MOJOK꧋ꦏꦼꦣꦻꦩꦺꦴꦗꦺꦴꦏ꧀,"3H32+MP4, Playen I, Playen, Kec. Playen, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55861",8987112448,4.7,64,Coffee shop,Open 9 AM ⋅ Closes 11:30 PM
25,Kedai Sangkara ꦏꦼꦣꦻꦱꦁꦏꦫ,"Jl manthous 0,5 km, Siyono Kidul, Logandeng, Kec. Playen, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55861",81238665039,4.6,96,Coffee shop,Open 9 AM ⋅ Closes 11:30 PM
26,Kedai Titik Pengelana,"Jl. Pakaryan No.3, Trimulyo II, Kepek, Kec. Wonosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55800",83139458988,5,17,Coffee shop,Open 9 AM ⋅ Closes 11:30 PM
27,KITCHEN STORY Cafe & Dessert,"Jl. Manthous, Playen I, Playen, Kec. Playen, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55861",,4.9,735,Coffee shop,Open 9 AM ⋅ Closes 11:30 PM
28,Kondang coffee,"Jl. KH Agus Salim No.101, Ledoksari, Kepek, Kec. Wonosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55812",82133646590,4.9,30,Coffee shop,Open 9 AM ⋅ Closes 11:30 PM
29,Kopi empat tigabelas,"Jl. Dewandaru No.58, Madusari, Wonosari, Kec. Wonosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55813",81392452772,4.9,29,Coffee shop,Open 9 AM ⋅ Closes 11:30 PM
30,Kopi Kenang by MC CAFE,"5, Jl. Jogja - Wonosari No.km, RW.3, Bandung, Kec. Playen, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55861",8112555445,4.9,70,Coffee shop,Open 9 AM ⋅ Closes 11:30 PM
31,Kopi Panggang Dan Resto,"Jl. Siluk Panggang, Sumber, Girisuko, Kec. Panggang, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55872",8112954328,4.6,939,Coffee shop,Open 9 AM ⋅ Closes 11:30 PM
32,Kopi Telo,"Jl. Raya Panggang Wonosari, Sumuran, Kepek, Kec. Saptosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55871",82137165582,4.6,314,Coffee shop,Open 9 AM ⋅ Closes 11:30 PM
33,KOPI VASTE,"2JF2+R4P, Seneng, seneng, Kec. Wonosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55851, Indonesia",,4.6,48,Coffee shop,Opens soon ⋅ 10 AM
34,KopinyaRaka꧋ꦏꦺꦴꦥꦶꦩꦾꦫꦏ,"2JG3+685, Seneng, Siraman, Kec. Wonosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55851, Indonesia",#ERROR!,4.7,23,Coffee shop,Closed ⋅ Opens 3 PM
35,Kopita/KopiKita,"Purwosari, Baleharjo, Kec. Wonosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55881",8.96E+11,4.7,93,Coffee shop,
36,KOPSIS.ID coffee and grosery,"Jl. Pakaryan, Madusari, Kepek, Kec. Wonosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55813, Indonesia",,4.9,16,Coffee shop,Closed ⋅ Opens 3 PM
37,KOPSIS.ID coffee and grosery,"Jl. Pakaryan, Madusari, Kepek, Kec. Wonosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55813",,4.9,16,Coffee shop,
38,Lilossasstore 2,"2HHV+W39, Trimulyo II, Kepek, Kec. Wonosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55813, Indonesia",#ERROR!,2.5,4,Coffee shop,Opens soon ⋅ 10 AM
39,Monokrom.coffe,"Jl. Kyai Legi No.332, Siyono Wetan, Logandeng, Kec. Playen, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55861",87717852028,4.9,10,Coffee shop,
40,MOUNTAIN PLEASURE Coffee,"No.27 Tegalmulyo Rt 08/05, Kepek, Kec. Wonosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55813",89526782700,4.8,69,Coffee shop,
41,My koffie Indonesia Wonosari Gk,"3J63+5P3, Jl. Ngemplek, RT.02/RW.09, Ngemplak, Piyaman, Kec. Wonosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55851",8.96E+11,5,2,Coffee shop,
42,NONONINO kitchen & coffee,"Dondong, Jetis, Kec. Saptosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55871",,4.8,24,Coffee shop,
43,NONONINO kitchen & coffee milk,"Widoro, Giripurwo, Kec. Purwosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta",,4.7,33,Coffee shop,
44,Nv.coffe,"2HFQ+P3Q, Inu ima, Winong, Siraman, Kec. Wonosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55851, Indonesia",#ERROR!,4.8,28,Coffee shop,Closed ⋅ Opens 3 PM
45,NwaNwa Coffee,"RT04, RW.02, Blimbing, Karangrejek, Kec. Wonosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55851, Indonesia",,5,19,Coffee shop,Closed ⋅ Opens 7 PM
46,Omah Angon Farm & Cafe,"Wiyoko Utara, Plembutan, Kec. Playen, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta",82323816086,4.6,185,Coffee shop,
47,PG coffee,"Gading 4, Gading II, Gading, Kec. Playen, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55861",,5,2,Coffee shop,
48,Point Coffee,"Indomaret, Jl. KH Agus Salim, Kepek I, Kepek, Wonosari, Gunungkidul Regency, Special Region of Yogyakarta 55813, Indonesia",#ERROR!,4.3,46,Coffee shop,Open ⋅ Closes 9 PM
49,Point Coffee Agus Salim wonosari,"Indomaret, Jl. KH Agus Salim, Kepek I, Kepek, Wonosari, Gunungkidul Regency, Special Region of Yogyakarta 55813",211500280,4.3,46,Coffee shop,
50,Prigel.Coffee (Slowbar),"Madusari, Wonosari, Gunungkidul Regency, Special Region of Yogyakarta, Indonesia",#ERROR!,5,5,Coffee shop,
51,Pulang Coffee & Roastery,"Jalan Raya, Selang, Kec. Karangmojo, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 54312",8987130888,4.9,109,Coffee shop,
52,Pule Coffee and Eatery,"Jl. Mgr. Sugiyo Pranoto No.23a, Purwosari, Baleharjo, Wonosari, Gunungkidul Regency, Special Region of Yogyakarta 55881, Indonesia",,4.6,360,Coffee shop,Opens soon ⋅ 10 AM
53,RAYE Coffee,"Jl. Sumarwi No.17, Gadungsari, Wonosari, Gunungkidul Regency, Special Region of Yogyakarta 55851, Indonesia",,5,1,Coffee shop,Open ⋅ Closes 11 PM
54,Resto Omah Kayu Wonosari,"Jl. Pemuda No.235, Gadungsari, Wonosari, Kec. Wonosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55851",81328313584,4.6,631,Coffee shop,
55,Roetin Coffee,"Trimulyo I, Kepek, Kec. Wonosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55813",8.59E+11,4.8,326,Coffee shop,
56,Roha Coffee Books & Creative Space,"Ruko Handayani Square, Jl. Jogja - Wonosari No.KM. 3, Siyono Wetan, Logandeng, Kec. Playen, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55861",85842884761,4.8,44,Coffee shop,
57,SAGORO KOPI,"2H7W+657, Karang Duwet II, Karangrejek, Kec. Wonosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta, Indonesia",#ERROR!,5,2,Coffee shop,Open 24 hours
58,SalSari Resto & Coffee ️ ️ ️ ️ ️,"Jl. Nasional III No.4, Logandeng, Kec. Playen, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55861",81233003040,4.5,378,Coffee shop,
59,SARTEK 66,"Jl. Kasatrian No.2, Kepek II, Kepek, Wonosari, Gunungkidul Regency, Special Region of Yogyakarta 55813, Indonesia",,4.9,37,Coffee shop,Closed ⋅ Opens 11:30 AM
60,Semesta Coffee Service,"2JR3+JCH, Jeruksari, Wonosari, Kec. Wonosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55851",85693464431,4.2,70,Coffee shop,
61,Sender Coffee // Patra's Personal Space,"Jl. Brigjen Katamso No.60, Gadungsari, Wonosari, Gunungkidul Regency, Special Region of Yogyakarta 55851, Indonesia",#ERROR!,4.8,54,Coffee shop,Open 24 hours
62,Senikmat Kopi,"Sumbermulyo, Kepek, Kec. Wonosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55813, Indonesia",#ERROR!,4.8,53,Coffee shop,Open ⋅ Closes 12 AM
63,Singo coffee shop (reborn),"Bansari, Jl. Kyai Legi, Sumbermulyo, Kepek, Kec. Wonosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55813, Indonesia",#ERROR!,4.8,4,Coffee shop,Closed ⋅ Opens 12 PM
64,Sintas Coffee,"Kernen, RT.005/RW.003, Ngunut, Kec. Playen, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55861",,4.9,251,Coffee shop,
65,Stiff Return,"Gadungsari, Wonosari, Kec. Wonosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55851",,4.2,105,Coffee shop,
66,The next dapur boy,"Jl. Baron Kios Ps. Besole No.71a, RT.02, Purwosari, Baleharjo, Kec. Wonosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55851",82237474004,4.9,8,Coffee shop,
67,timber coffee,"Jl. KH Agus Salim, Kepek I, Wonosari, Gunungkidul Regency, Special Region of Yogyakarta 55813, Indonesia",,4.7,48,Coffee shop,Closed ⋅ Opens 11 AM
68,t'KoMa (teh kopi madusari),"Jl. Brigjen Katamso Jl. Ringinsari No.38, Ringinsari, Wonosari, Kec. Wonosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55851",8122728889,5,1,Coffee shop,
69,Vagida Coffee,"Bansari Rt. 01/ Rw. 04, Kepek, Wonosari, Bansari, Kepek, Kec. Wonosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55813",89649010065,4.5,99,Coffee shop,
70,Wali Coffee Matcha,"Ps. Besole Wonosari, Jl. Baron No.depan, Purwosari, Baleharjo, Kec. Wonosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55881",81807771111,5,2,Coffee shop,
71,WARANGKA KOPI,"Gedangsari, Baleharjo, Kec. Wonosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55881",88233204328,4.7,80,Coffee shop,
72,Warung HL KopilanbrongkoS,"Jl. Ringinsari, Ringinsari, Wonosari, Gunungkidul Regency, Special Region of Yogyakarta 55812, Indonesia",#ERROR!,4.7,157,Coffee shop,Open ⋅ Closes 10 PM
73,Yukinikopi,"Jalan Raya Wonosari, Sodo, Kec. Paliyan, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55871, Indonesia",#ERROR!,5,32,Coffee shop,Closed ⋅ Opens 2 PM
