No,Title,Address,Phone,Rating,Reviews,Type,Hours
39,Carani Coffee & Eatery,"Jl. Wijaya Kusuma, Dero, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",,4.7,178,Coffee shop,Closed ⋅ Opens 4 PM
40,Carney Co,"Jl. Garuni II, Kledokan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",,4.5,"2,333",,"{Monday, 10.00 am–1.00 am; Tuesday, 10.00 am–1.00 am; Wednesday, 10.00 am–1.00 am; Thursday, 10.00 am–1.00 am; Friday, 10.00 am–1.00 am; Saturday, 10.00 am–1.00 am; Sunday, 10.00 am–1.00 am}"
41,Chandari Heaven,"Sumberwatu, Sambirejo, Prambanan, Sleman Regency, Special Region of Yogyakarta 55572",(0274)2855118,4.7,"2,943",Cafe,"{Monday, 9.00 am–8.00 pm; Tuesday, 9.00 am–8.00 pm; Wednesday, 9.00 am–8.00 pm; Thursday, 9.00 am–8.00 pm; Friday, 9.00 am–8.00 pm; Saturday, 9.00 am–8.00 pm; Sunday, 9.00 am–8.00 pm}"
42,Coconut Coffee & Eatery Palagan,"Jl. Pandhawa, Tegal Rejo, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",81770455890,4.8,924,Cafe,"{Monday, 8.00 am–10.00 pm; Tuesday, 8.00 am–10.00 pm; Wednesday, 8.00 am–10.00 pm; Thursday, 8.00 am–10.00 pm; Friday, 8.00 am–10.00 pm; Saturday, 8.00 am–10.00 pm; Sunday, 8.00 am–10.00 pm}"
43,Coffee Deeen,"Gg. Mangga III No.7j, Ngentak, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",,4.8,46,Coffee shop,Open ⋅ Closes 10 PM
44,Coffeebara,"Jl. Randugowang Utama, Tegal Weru, Sariharjo, Ngaglik, Sleman Regency, Special Region of Yogyakarta 55264, Indonesia",#ERROR!,4.9,11,Coffee shop,Closed ⋅ Opens 1 pm
45,Coffeetography Jogja,"Jl. Nglanjaran, Turen, Sardonoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",82220355504,4.9,66,Coffee shop,Open ⋅ Closes 10 PM
46,Coldhands Coffee Amarta,"Jl. Amarta No.58, Gondangan, Sardonoharjo, Ngaglik, Sleman Regency, Special Region of Yogyakarta 55581, Indonesia",#ERROR!,4.5,23,Coffee shop,Open ⋅ Closes 11 pm
47,Copenhagen - Jakal,"Kaliurang St No.KM.9, Gondangan, Sardonoharjo, Ngaglik, Sleman Regency, Special Region of Yogyakarta 55581",81127009989,4.9,427,Cafe,"{Monday, 7.00 am–2.00 am; Tuesday, 7.00 am–2.00 am; Wednesday, 7.00 am–2.00 am; Thursday, 7.00 am–2.00 am; Friday, 7.00 am–2.00 am; Saturday, 7.00 am–2.00 am; Sunday, 7.00 am–2.00 am}"
48,Cornel Toraja Coffee,"Jl. Cemp. No.146, Dero, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",81222662259,4.8,647,Coffee shop,Open ⋅ Closes 10 PM
49,COSAN - Demangan,"Jl. Demangan Baru No.29, Mrican, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",85959145708,4.5,856,Cafe,"{Monday, 7.00 am–12.00 am; Tuesday, 7.00 am–12.00 am; Wednesday, 7.00 am–12.00 am; Thursday, 7.00 am–12.00 am; Friday, 7.00 am–12.00 am; Saturday, 7.00 am–12.00 am; Sunday, 7.00 am–12.00 am}"
50,COSAN - Seturan,"Jl. Seturan Raya No.6, Kledokan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",,4.3,816,Cafe,"{Monday, 8.00 am–12.00 am; Tuesday, 8.00 am–12.00 am; Wednesday, 8.00 am–12.00 am; Thursday, 8.00 am–12.00 am; Friday, 8.00 am–12.00 am; Saturday, 8.00 am–12.00 am; Sunday, 8.00 am–12.00 am}"
51,Couvee - Jalan Kaliurang,"KM 5, Kaliurang St Jl. Pandega Karya No.18, RW.6, Manggung, Caturtunggal, Depok, Sleman Regency, Special Region of Yogyakarta 55281",,4.6,"2,294",Cafe,"{Monday, 8.00 am–11.00 pm; Tuesday, 8.00 am–11.00 pm; Wednesday, 8.00 am–11.00 pm; Thursday, 8.00 am–11.00 pm; Friday, 8.00 am–11.00 pm; Saturday, 8.00 am–11.00 pm; Sunday, 8.00 am–11.00 pm}"
52,Couvee - Palagan (Take Away Store),"Jl. Kranji Jl. Krikilan, RT.06/RW.22, Randuguang, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",85742288443,4.7,122,Cafe,"{Monday, 9.00 am–9.00 pm; Tuesday, 9.00 am–9.00 pm; Wednesday, 9.00 am–9.00 pm; Thursday, 9.00 am–9.00 pm; Friday, 9.00 am–9.00 pm; Saturday, 9.00 am–9.00 pm; Sunday, 9.00 am–9.00 pm}"
53,Couvee - Plaza Ambarrukmo,"Plaza Ambarrukmo, Jl. Laksda Adisucipto, Ambarukmo, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",8112950195,4.4,65,Cafe,"{Monday, 10.00 am–10.00 pm; Tuesday, 10.00 am–10.00 pm; Wednesday, 10.00 am–10.00 pm; Thursday, 10.00 am–10.00 pm; Friday, 10.00 am–10.00 pm; Saturday, 10.00 am–10.00 pm; Sunday, 10.00 am–10.00 pm}"
54,Couvee - Seturan,"Jl. Seturan Raya No.88, Kledokan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",81215952236,4.6,"2,292",Cafe,"{Monday, 8.00 am–12.00 am; Tuesday, 8.00 am–12.00 am; Wednesday, 8.00 am–12.00 am; Thursday, 8.00 am–12.00 am; Friday, 8.00 am–12.00 am; Saturday, 8.00 am–12.00 am; Sunday, 8.00 am–12.00 am}"
55,Cuena Coffee House,"Perumahan Darussalam III No.C14, Jetis, Wedomartani, Ngemplak, Sleman Regency, Special Region of Yogyakarta 55584, Indonesia",#ERROR!,4.9,240,Coffee shop,Open ⋅ Closes 9:30 PM
56,CultureHead • Signature,"Kaliurang St No.KM.14, Tj. Manding, Umbulmartani, Ngemplak, Sleman Regency, Special Region of Yogyakarta 55584, Indonesia",#ERROR!,4.5,251,Coffee shop,Open ⋅ Closes 12 AM
57,Cupable Coffee,"Kaliurang St No.km.13,5, Besi, Sukoharjo, Ngaglik, Sleman Regency, Special Region of Yogyakarta 55581, Indonesia",#ERROR!,4.8,153,Coffee shop,Open ⋅ Closes 9 PM
58,CW Coffee & Eatery Seturan Jogja,"6CG5+RMG, Jl. Seturan Raya, Kledokan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",,4,383,Cafe,Open 24 Hours
59,CXMM Coffee By Mountain Merch,"Jl. Umbul Permai No.100, Wonorejo, Sinduharjo, Ngaglik, Sleman Regency, Special Region of Yogyakarta 55581, Indonesia",#ERROR!,4.7,366,Coffee shop,Closed ⋅ Opens 3:30 PM
60,Daily Life Pleasure (Coffeehouse),"Jl. Dusun Pajangan No.144, Berkisan, Pandowoharjo, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",81352900181,4.9,58,Coffee shop,Open ⋅ Closes 12 AM
61,DAILYFAVOR Coffee,"Jl. Watugede No.69, Wonorejo, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",81229892077,4.6,144,Coffee shop,Open ⋅ Closes 11 PM
62,Dawuhan Roastery (Kopi Arabika Sindoro),"Jl. Letnan Sumanto.2A, Srimulyo, Triharjo, Kec. Sleman, Kabupaten, Jl. Letnan Sumanto, RT.002/RW.003, Srimulyo I, Triharjo, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55514",89603031680,4.9,14,Coffee shop,Open ⋅ Closes 10 PM
63,Demakijo’s | Coffee & Eatery,"Cokrowijayan, Banyuraden, Gamping, Sleman Regency, Special Region of Yogyakarta 55293",81977772025,5,613,Cafe,"{Monday, 10.00 am–12.00 am; Tuesday, 10.00 am–12.00 am; Wednesday, 10.00 am–12.00 am; Thursday, 10.00 am–12.00 am; Friday, 10.00 am–12.00 am; Saturday, 10.00 am–12.00 am; Sunday, 10.00 am–12.00 am}"
64,DIGIZ COFFEE & EATERY,"Dusun Jayan, Area Sawah, Sukoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581, Indonesia",#ERROR!,4.9,141,Coffee shop,Closed ⋅ Opens 2 PM
65,DIJOGJA COFFEE ROASTERY & PASTA,"Jl. Weling Raya, karanggayam, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",8563137007,4.8,168,Coffee shop,Open ⋅ Closes 10:30 PM
66,Dingo Coffee - UII,"Jalan Kaliurang Km 14.5 Lodadi no.13, Lodadi, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584, Indonesia",#ERROR!,4.8,237,Coffee shop,Open ⋅ Closes 10:30 PM
67,Dira Coffee,"Jl. Sembada, RW.nomer 006, Ngentak, Sinduharjo, Ngaglik, Sleman Regency, Special Region of Yogyakarta 55581, Indonesia",,4.9,8,Coffee shop,Open ⋅ Closes 10 PM
68,DJA VA CAFE,"Rejosari, Sardonoharjo, Ngaglik, Sleman Regency, Special Region of Yogyakarta 55581, Indonesia",#ERROR!,5,1,Coffee shop,Open ⋅ Closes 8:30 PM
69,DJIWANA Cafe & Eatery,"Jl. Jatirejo, RT.01/RW.21, Jongke Tengah, Sendangadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55285",(0274)5051212,4.5,269,Cafe,"{Monday, 11.00 am–10.00 pm; Tuesday, 11.00 am–10.00 pm; Wednesday, 11.00 am–10.00 pm; Thursday, 11.00 am–10.00 pm; Friday, 11.00 am–10.00 pm; Saturday, 11.00 am–10.00 pm; Sunday, 11.00 am–10.00 pm}"
70,d'Kappu Soemantri Coffee & Brunch,"Jl. Kapulogo Nologaten No.240, Nologaten, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 63411",0882-0060-82070,4.9,77,Cafe,"{Monday, 9.00 am–10.00 pm; Tuesday, 9.00 am–10.00 pm; Wednesday, 9.00 am–10.00 pm; Thursday, 9.00 am–10.00 pm; Friday, 9.00 am–10.00 pm; Saturday, 9.00 am–10.00 pm; Sunday, 9.00 am–10.00 pm}"
71,Doa Ibu Land,"Jl. Turgo Barisan, Kalidadap, Harjobinangun, Pakem, Sleman Regency, Special Region of Yogyakarta 55582, Indonesia",#ERROR!,4.9,65,Coffee shop,
72,Dongeng Kopi,"Jalan Dalangan - Kalimati, Kalimati, Tirtomartani, Kec. Kalasan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55571",87719999267,4.6,581,Coffee shop,Open ⋅ Closes 8 PM
73,Eastpresso Coffee and Space,"Jenengan, Maguwoharjo, Depok, Sleman Regency, Special Region of Yogyakarta 55584",82147284411,4.7,127,Coffee shop,Closed ⋅ Opens 3 PM
74,Eazy Breezy,"7C2J+XWQ, Gedongan Lor, Wedomartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584",81329086565,4.4,416,Cafe,"{Monday, 9.00 am–1.00 am; Tuesday, 9.00 am–1.00 am; Wednesday, 9.00 am–1.00 am; Thursday, 9.00 am–1.00 am; Friday, 9.00 am–1.00 am; Saturday, 9.00 am–1.00 am; Sunday, 9.00 am–1.00 am}"
75,Edirne Coffee & Space,"Jl. Bima, Nglaban, Sinduharjo, Ngaglik, Sleman Regency, Special Region of Yogyakarta 55581, Indonesia",#ERROR!,4.8,280,Coffee shop,Open ⋅ Closes 12 AM
76,Ekologi Desk & Coffee,"69PQ+6G2, Jalan Gambir 4, Karang Gayam CT VIII No.139, Karang Gayam, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",(0274)514295,4.5,"2,851",,"{Monday, 9.00 am–11.00 pm; Tuesday, 9.00 am–11.00 pm; Wednesday, 9.00 am–11.00 pm; Thursday, 9.00 am–11.00 pm; Friday, 9.00 am–11.00 pm; Saturday, 9.00 am–11.00 pm; Sunday, 9.00 am–11.00 pm}"
77,El Coffee & Roastery,"Ngangkrik, Triharjo, Sleman, Sleman Regency, Special Region of Yogyakarta 55514",85385581200,4.4,418,Coffee shop,Closed ⋅ Opens 4 PM
78,elo coffe and eatry,"893X+59C, Jl. Dusun Mrisen, Pencar Sari, Sardonoharjo, Ngaglik, Sleman Regency, Special Region of Yogyakarta 55581, Indonesia",,5,1,Coffee shop,Open 24 hours
79,Enggar Coffeshop,"Jl. Bonjotan No.1, Candirejo, Sardonoharjo, Ngaglik, Sleman Regency, Special Region of Yogyakarta 55581, Indonesia",,,,Coffee shop,
80,Enyui Coffee,"Jl. Palagan Tentara Pelajar No.KM. 14, Kasenan, Donoharjo, Ngaglik, Sleman Regency, Special Region of Yogyakarta 55581, Indonesia",#ERROR!,4.7,263,Coffee shop,Open ⋅ Closes 10 PM
81,Epic Coffee & Epilog Furniture,"Jl. Palagan Tentara Pelajar No.29, Mudal, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",2744530704,4.5,"4,245",Coffee shop,Open ⋅ Closes 11 PM
82,ESCO RESTAURANT & NO.27 COFFEE,"Jl. Pringgodani Jl. Demangan Baru No.14, Mrican, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",,4.6,"1,537",Cafe,"{Monday, 8.00 am–11.30 pm; Tuesday, 8.00 am–11.30 pm; Wednesday, 8.00 am–11.30 pm; Thursday, 8.00 am–11.30 pm; Friday, 8.00 am–11.30 pm; Saturday, 8.00 am–11.30 pm; Sunday, 8.00 am–11.30 pm}"
83,Escobar Coffee House,"Jl. Agrowisata No.km,3, Kawedan, Bangun Kerto, Turi, Sleman Regency, Special Region of Yogyakarta 55551, Indonesia",#ERROR!,4.9,9,Coffee shop,Closed ⋅ Opens 6:15 PM
84,ESKALA Eatery Bar & Coffee,"Jl. Palagan Tentara Pelajar, Tegal Rejo, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",274886324,4.5,"3,415",Coffee shop,Closed ⋅ Opens 3 PM
85,Estuary Café,"Gang Code 3, Karangjati Wetan, No.170 C, Monjali St, RT.06/RW.45, Gemawang, Sinduadi, Mlati, Sleman Regency, Special Region of Yogyakarta 55283",(0274)5014118,4.6,"3,504",Cafe,"{Monday, 9.00 am–11.00 pm; Tuesday, 9.00 am–11.00 pm; Wednesday, 9.00 am–11.00 pm; Thursday, 9.00 am–11.00 pm; Friday, 9.00 am–11.00 pm; Saturday, 9.00 am–11.00 pm; Sunday, 9.00 am–11.00 pm}"
86,ETECE Coffee Roastery,"Jalan Tata Bumi (Perumahan, Jl. Gading Sari II No.2, Banyuraden, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55293",88221700000,4.9,102,Cafe,"{Monday, 8.00 am–12.00 am; Tuesday, 8.00 am–12.00 am; Wednesday, 8.00 am–12.00 am; Thursday, 8.00 am–12.00 am; Friday, 8.00 am–12.00 am; Saturday, 8.00 am–12.00 am; Sunday, 8.00 am–12.00 am}"
