No,Title,Address,Phone,Rating,Reviews,Type,Hours
12,Genah Kopi,"Kanoman Dua, Banjararum, Kec. Kalibawang, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55672",88216005218,4.6,78,Coffee shop,
13,GIK 2 Gallery & Coffee Shop,"Jl. Sendangsono, Pramasan, Banjaroyo, Kec. Kalibawang, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55672",81328517639,4.7,323,Coffee shop,
14,HEYBIT CAFFE & TOASTIE,"4373+G38, Jl. Nasional III, Melangsen, Palihan, Kec. Temon, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55654",,5,35,Coffee shop,
15,INSPICOFFEE & INSPITEA,"Ngrandu, Triharjo, Kec. Wates, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55651",8.95E+11,4.8,52,Coffee shop,
16,Jolla Coffee & Eatery - Yogyakarta International Airport (YIA),"Yogyakarta International Airport, check in area - sebelah kanan dari pintu masuk, Kulon Progo Regency, Special Region of Yogyakarta 55654",81546585129,5,53,Coffee shop,
17,Jolla Coffee & Nusantara,"4325+CGM, Jl. Wates - Purworejo, Kepek, Palihan, Kec. Temon, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55654",,4.1,8,Coffee shop,
18,Kampoeng Cafe,"Wonolopo RT033 /Rw015, Gulurejo, Kec. Lendah, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55663",82136584136,4.6,252,Coffee shop,
19,Karsa Coffee & Space,"Jl. Pahlawan No.36, Gerawulan, Giri Peni, Kec. Wates, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55612",81225602886,4.7,279,Coffee shop,
20,Kastagila Collaborative Space,"Ngruno rt 47, RT.47/RW.20, Karangsari",811456995,5,37,Coffee shop,
21,Kedai Gentong Susu & Kopi 2,"365F+4RP, Karang, Brosot, Kec. Galur, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55663",85156548058,4.9,53,Coffee shop,
22,KEDAI KOPI SUROLOYO,"Keceme, Gerbosari, Kec. Samigaluh, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55673",817716776,4.7,935,Coffee shop,
23,Kedai Pitulas,"Jl. Asem Gede No.17, Terbah, Pengasih, Kec. Pengasih, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55651",8.96E+11,4.7,73,Coffee shop,
24,Kedai Terase,"Gowok, RT.01/RW.01, Kebonharjo, Kec. Samigaluh, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55673",81227579244,5,42,Coffee shop,
25,"Kloop Coffee, Kulon Progo","Jl. Pantai Glagah, Kadilangu Kidul, Temon Kulon, Kec. Temon, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55654",811137272,4.7,21,Coffee shop,
26,Kopi Ampirono,"65XR+WG9, Jl. Raya Kaligesing, Tileng, Pendoworejo, Kec. Girimulyo, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55674",82226730823,4.3,"6,060",Coffee shop,
27,Kopi Gong Kulon Progo,"kagongan, Banjararum, Kec. Kalibawang, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55672",8.95E+11,4.6,141,Coffee shop,
28,Kopi Ingkar Janji,"Jl. Raya Kaligesing No.17, Tileng, Pendoworejo, Kec. Girimulyo, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55674",88233648337,4.6,"6,306",Coffee shop,
29,Kopi Jolotundo,"Trimulyo, Sogan, Kec. Wates, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55651",85198613532,4.5,870,Coffee shop,
30,Kopi klotok Menoreh,"Jl. Raya Kaligesing, Kenteng, Kembang, Kec. Nanggulan, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55671",88215941154,4.3,"2,180",Coffee shop,
31,Kopi LOEGOE꧋ꦏꦺꦴꦥꦶꦭꦺꦴꦮꦺꦒꦺꦴꦮꦺ,"Unnamed Road No.55672, Dlingseng, Banjaroyo, Kec. Kalibawang, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55672",,4.5,66,Coffee shop,
32,Kopi Mbah Harjo,"Dusun III, Gotakan, Kec. Panjatan, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55655",87777538391,4.7,90,Coffee shop,
33,Kopi Mojo,"85G9+VH9, Karang, Gerbosari, Kec. Samigaluh, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55673",8112652870,4.5,302,Coffee shop,
34,Kopi Ruang Hati,"Jl. Kolonel Sugiono No.30, Kedungdowo, Wates, Kec. Wates, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55651",,4.6,74,Coffee shop,
35,KOPI SAWAH Sukoreno,"RT.28/RW.14, Blimbing, Sukoreno, Kec. Sentolo, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55664",81328045729,4.5,292,Coffee shop,
36,Kopi Simbok Lembah Menoreh,"Beji, Banjaroyo, Kec. Kalibawang, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55672",8788394110,4.8,66,Coffee shop,
37,Kopi Thiwul 87,"Kalimenur, Sukoreno, Kec. Sentolo, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55664",82124671448,4.6,200,Coffee shop,
38,Kovi_Fresh Brewed Coffe YIA,"Sidorejo, Glagah, Kec. Temon, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55654",,4.5,21,Coffee shop,
39,Lelados Coffee & Space,"Jl. Kasatriyan, Gn. Gempal, Giri Peni, Kec. Wates, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55651",82314712349,4.7,79,Coffee shop,
40,LemahAbang Coffee,"85M8+66M, Jetis, Gerbosari, Kec. Samigaluh, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55673",81575670529,4.7,61,Coffee shop,
41,Limas Menoreh Coffee,"Jalan Nanggulan Mendut Jagalan, RT.028/RW.RT.014, Banjaroyo, Kec. Kalibawang, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55672",82223266121,4.9,34,Coffee shop,
42,Marron Cafe,"752Q+RMG, Jl. Nanggulan - Samigaluh, Tileng, Pendoworejo, Kec. Girimulyo, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta",,4.6,929,Coffee shop,
43,MORRIS coffee & mocktail,"Jl. KH. Wahid Hasyim No.19, Klopo Sepuluh, Bendungan, Kec. Wates, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55651",83863267666,4.8,4,Coffee shop,
44,Mudamudi Coffee & Space,"Jl. Kweni, Terbah, Wates, Kec. Wates, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55651",,4.8,50,Coffee shop,
45,NAGETTO,"Jl. Pengasih - Wates No.12, Serut, Pengasih, Kec. Pengasih, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55652",87889503523,4.9,58,Coffee shop,
46,Narrss drink & eatery,"Dayakan RT 16, RT.16/RW.06, Pengasih, Kec. Pengasih",83183629337,4.8,4,Coffee shop,
47,Nyempil Kopi,"Ruko Toserba WS, Jl. Sutijab No.50, Area Sawah, Wates, Kulon Progo Regency, Special Region of Yogyakarta 55611",,4.5,122,Coffee shop,
48,Oemah Agoeng Kafe dan Kopi,"Jl. Nanggulan Mendut, Semaken Tiga, Banjararum, Kec. Kalibawang, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55672",82226563486,4.4,126,Coffee shop,
49,Omah Kopi Moyeng,"753H+694, Jl. Raya Kaligesing, Ngrancah, Pendoworejo, Kec. Girimulyo, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55674",,4.7,100,Coffee shop,
50,Padi.Coffee,"557G+759 Taman, Derwolo, Kepek, Kec. Pengasih, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta, Indonesia",#ERROR!,4.9,51,Coffee shop,Open ⋅ Closes 11 PM
51,Parra Coffee,"Josutan, Karangsari, Kec. Pengasih, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta",,4.6,117,Coffee shop,
52,Pendopo Kafe & Resto,"Jl. Raya Wates - Jogjakarta No.47, Area Sawah, Wates, Kec. Wates, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55651",81391891240,4.4,65,Coffee shop,
53,Puspa.LAB,"Jl. Kweni No.2, Terbah, Wates, Kec. Wates, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55611",82137086604,4.9,74,Coffee shop,
54,Ruang Inspirasi Wates,"45P4+HWR, Jl. Brigjen Katamso, Wates, Kec. Wates, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55651",,4.5,2,Coffee shop,
55,Sasanti Coffee & Easy Bite,"33X5+X8R, Munggangan, Palihan, Kec. Temon, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta",,4.1,19,Coffee shop,
56,SAVAR COFFEE,"Jl. Raya Ps. Kenteng, Kenteng, Kembang, Kec. Nanggulan, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55671",81226905531,5,5,Coffee shop,
57,Starprog Coffee,"4438+P68, Kawirejan, Sogan, Kec. Wates, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta",85800356357,4.7,88,Coffee shop,
58,Sugriwa Subali Cafe and T-shirt,"Jl. Tentara Pelajar, Area Sawah, Wates, Kec. Wates, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55651",89616704229,4.5,372,Coffee shop,
59,Tabebuya Cafe,"Jl. Sanun, Area Sawah, Wates, Kec. Wates, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55651",82129783832,4.6,501,Coffee shop,
60,Temakoji Coffee and Story,"64F4+2MP Lokasi Tebing Gunung Gadjah, Katerban, Donorejo, Kec. Kaligesing, Kabupaten Kulon Progo, Jawa Tengah 54175",,5,6,Coffee shop,
61,TERAS MENOREH,"Jl. Persandian, Ngipikrejo, Banjararum, Kec. Kalibawang, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta",87777282647,4.5,475,Coffee shop,
62,Terraloka,"Jl. Raya Kaligesing, Krikil, Pendoworejo, Kec. Girimulyo, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55674",85157395545,4.6,943,Coffee shop,
63,Terraskota Coffee & Kitchen,"Jl. Pahlawan No.2-13, Sideman, Giri Peni, Kec. Wates, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55651",8112931212,4.5,814,Coffee shop,
64,TOMORO COFFEE - Wates,"45R3+4FF, Driyan, RT.060/RW.028, Area Sawah, Wates, Kec. Wates, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55651, Indonesia",,4.6,386,Coffee shop,Open ⋅ Closes 10:45 PM
65,Toska Kahve (coffee shop/kedai kopi),"Jl. Bhayangkara No.17, Terbah, Wates, Kec. Wates, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55651",82243539621,4.7,"1,006",Coffee shop,
66,Umah Coffee,"Area Sawah, Wates, Kec. Wates, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55651",,4.7,48,Coffee shop,
67,Waroeng & coffe BUKIT KEPOEH,"Jl. Asem Gede, Geden, Sidorejo, Kec. Lendah, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55663",,4.3,312,Coffee shop,
68,Warung Kopi Bung JK,"545H+JG6 Jalan Sermo - Wates, RT.41/RW.18, Gn. Penthul, Karangsari, Kec. Pengasih, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55652, Indonesia",#ERROR!,5,14,Coffee shop,Open ⋅ Closes 10:30 PM
69,Warung kopi menoreh mba mar,"Ds. Madigondo, RT.22/RW.08, Madigondo, Sidoharjo, Kec. Samigaluh, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55673",83862462850,4.6,201,Coffee shop,
70,"Wayang Kopi ""Coffee and Chocolate""","Jl. Terbah I, Terbah, Wates, Kec. Wates, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55651",,4.6,77,Coffee shop,
71,𝗲𝗻𝗱𝘆𝘀𝘁𝗲𝗮𝗸 - 𝓢𝓽𝓮𝓪𝓴𝓷𝔂𝓪 𝓚𝓾𝓵𝓸𝓷 𝓟𝓻𝓸𝓰𝓸,"Jl. Pengasih No.RT 2, RW1, Pengasih, Kec. Pengasih, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55652",8995148287,4.2,644,Coffee shop,
